t,px,py,pz,qw,qx,qy,qz
21.183333,0.316221,0.192705,0.44983,-0.94679,-0.084501,0.178418,0.254194
21.191667,0.316633,0.192883,0.449571,-0.946592,-0.0845,0.176989,0.255926
21.2,0.316682,0.193025,0.449364,-0.946346,-0.085601,0.178217,0.255619
21.208333,0.316848,0.19314,0.449195,-0.946123,-0.086197,0.178597,0.255977
21.216667,0.317009,0.193223,0.449033,-0.945976,-0.0869,0.178797,0.256144
21.225,0.31714,0.193301,0.448872,-0.945884,-0.087494,0.178939,0.256181
21.233333,0.317224,0.193386,0.448703,-0.945764,-0.087935,0.179121,0.256348
21.241667,0.317291,0.193491,0.448505,-0.945594,-0.088214,0.179356,0.256713
21.25,0.317281,0.193557,0.448235,-0.945284,-0.089284,0.179883,0.257115
21.258333,0.317456,0.193794,0.448054,-0.94528,-0.088576,0.179541,0.257613
21.266667,0.317521,0.193912,0.447868,-0.945012,-0.088794,0.179876,0.258287
21.275,0.317602,0.194,0.447707,-0.944784,-0.08919,0.180141,0.258802
21.283333,0.317695,0.194078,0.447551,-0.944547,-0.089476,0.180505,0.259313
21.291667,0.317807,0.194153,0.447447,-0.944376,-0.089947,0.180346,0.259881
21.3,0.317886,0.194216,0.447314,-0.944236,-0.090359,0.180522,0.260125
21.308333,0.31793,0.194277,0.447189,-0.944046,-0.090528,0.180749,0.260598
21.316667,0.317919,0.194304,0.447045,-0.943803,-0.090619,0.181511,0.260919
21.325,0.317489,0.193897,0.446776,-0.942401,-0.097638,0.181997,0.263105
21.333333,0.31794,0.19436,0.446786,-0.943546,-0.090694,0.181853,0.261583
21.341667,0.31794,0.194339,0.446688,-0.943559,-0.090829,0.181733,0.261573
21.35,0.317975,0.194303,0.446633,-0.943658,-0.09099,0.181039,0.261641
21.358333,0.317993,0.194245,0.446572,-0.943786,-0.091095,0.180899,0.261238
21.366667,0.318025,0.194205,0.446501,-0.943844,-0.091239,0.180826,0.261029
21.375,0.318053,0.194214,0.446399,-0.943784,-0.091215,0.180963,0.261158
21.383333,0.318045,0.194217,0.446277,-0.943604,-0.091342,0.181735,0.261228
21.391667,0.318073,0.19425,0.446178,-0.943433,-0.091441,0.182015,0.261617
21.4,0.317658,0.193815,0.445965,-0.942046,-0.098629,0.182513,0.263648
21.408333,0.318159,0.194267,0.446016,-0.943193,-0.091867,0.182423,0.262048
21.416667,0.317801,0.193826,0.445803,-0.941879,-0.099307,0.182831,0.263771
21.425,0.318319,0.194313,0.445893,-0.942895,-0.093045,0.182787,0.26245
21.433333,0.318466,0.194341,0.445807,-0.942737,-0.093165,0.183213,0.262678
21.441667,0.318701,0.19437,0.445704,-0.942663,-0.092655,0.183425,0.262978
21.45,0.318813,0.194372,0.445599,-0.942444,-0.092631,0.184477,0.263034
21.458333,0.318954,0.194421,0.445507,-0.942351,-0.092799,0.184758,0.263113
21.466667,0.319112,0.194507,0.445426,-0.942294,-0.093058,0.184526,0.263386
21.475,0.319232,0.19458,0.445319,-0.942196,-0.093476,0.184786,0.263409
21.483333,0.319347,0.194648,0.445226,-0.942102,-0.093916,0.185052,0.263401
21.491667,0.31944,0.194699,0.445121,-0.94194,-0.094262,0.185847,0.263295
21.5,0.319562,0.194798,0.445028,-0.941744,-0.094413,0.186271,0.263642
21.508333,0.319734,0.194963,0.444933,-0.941468,-0.094448,0.186363,0.264551
21.516667,0.319407,0.194659,0.444648,-0.939804,-0.101801,0.187693,0.26679
21.525,0.32005,0.195292,0.444696,-0.940723,-0.095186,0.187598,0.266057
21.533333,0.319721,0.194968,0.444426,-0.939103,-0.102789,0.188803,0.268092
21.541667,0.319878,0.195115,0.444319,-0.938835,-0.103201,0.18929,0.26853
21.55,0.320035,0.195243,0.444232,-0.938594,-0.103633,0.189672,0.268934
21.558333,0.320671,0.195849,0.444282,-0.939694,-0.096754,0.189368,0.267867
21.566667,0.320341,0.195487,0.444033,-0.938139,-0.103932,0.190529,0.269799
21.575,0.321001,0.19605,0.444097,-0.939261,-0.096901,0.190299,0.268674
21.583333,0.321166,0.196112,0.444026,-0.939149,-0.0971,0.190666,0.268732
21.591667,0.321285,0.196145,0.443932,-0.939015,-0.097599,0.191456,0.268458
21.6,0.320992,0.195787,0.443699,-0.937596,-0.104892,0.19209,0.270209
21.608333,0.321602,0.196313,0.443755,-0.938693,-0.09847,0.192251,0.2687
21.616667,0.321744,0.196409,0.443669,-0.938508,-0.098749,0.192653,0.268954
21.625,0.321879,0.196506,0.443589,-0.93838,-0.09876,0.192926,0.269202
21.633333,0.322007,0.196593,0.443509,-0.938272,-0.098762,0.193223,0.269365
21.641667,0.321677,0.196217,0.443297,-0.936888,-0.105837,0.193728,0.271123
21.65,0.321793,0.196265,0.443225,-0.936827,-0.106216,0.193954,0.271026
21.658333,0.322398,0.196757,0.443284,-0.938217,-0.099563,0.193679,0.268932
21.666667,0.322094,0.196323,0.443084,-0.93694,-0.106788,0.194113,0.270297
21.675,0.322262,0.19632,0.443015,-0.936879,-0.106781,0.194528,0.270211
21.683333,0.322451,0.196335,0.442939,-0.936815,-0.106663,0.195063,0.270094
21.691667,0.323139,0.196805,0.443035,-0.938003,-0.099659,0.194968,0.268713
21.7,0.323349,0.196819,0.442983,-0.937757,-0.099449,0.195856,0.269002
21.708333,0.323084,0.196343,0.442789,-0.936155,-0.106385,0.19747,0.270743
21.716667,0.323802,0.196789,0.442892,-0.937263,-0.099701,0.198003,0.269058
21.725,0.324121,0.196834,0.442863,-0.937113,-0.099805,0.198342,0.269294
21.733333,0.323934,0.196401,0.44266,-0.935571,-0.106849,0.199948,0.27076
21.741667,0.324673,0.196895,0.442807,-0.936594,-0.100554,0.20036,0.269325
21.75,0.325036,0.196928,0.442744,-0.936367,-0.100144,0.201653,0.269304
21.758333,0.325356,0.196997,0.442708,-0.936067,-0.100141,0.20276,0.269516
21.766667,0.325205,0.196645,0.442536,-0.934433,-0.107139,0.204243,0.271368
21.775,0.325507,0.196734,0.442515,-0.934184,-0.107503,0.205158,0.271392
21.783333,0.326293,0.197281,0.442659,-0.935305,-0.101306,0.205648,0.269538
21.791667,0.326155,0.196961,0.442522,-0.933745,-0.108393,0.206804,0.271298
21.8,0.326902,0.197473,0.442698,-0.934794,-0.102381,0.207631,0.269384
21.808333,0.327235,0.19758,0.442745,-0.934613,-0.102617,0.208294,0.26941
21.816667,0.327068,0.197232,0.442607,-0.93305,-0.109355,0.209481,0.271252
21.825,0.327321,0.197282,0.442643,-0.932922,-0.109633,0.210109,0.271094
21.833333,0.327543,0.197296,0.442683,-0.932944,-0.109844,0.210383,0.270717
21.841667,0.328202,0.19774,0.442877,-0.934364,-0.103525,0.210312,0.268358
21.85,0.328319,0.197783,0.442982,-0.934421,-0.10435,0.211045,0.267261
21.858333,0.328527,0.197841,0.442965,-0.934437,-0.104574,0.211367,0.266864
21.866667,0.32876,0.197968,0.44286,-0.934307,-0.104671,0.211022,0.267551
21.875,0.328912,0.198228,0.442832,-0.934306,-0.103751,0.212612,0.266653
21.883333,0.329102,0.198274,0.44282,-0.934108,-0.105253,0.212403,0.266926
21.891667,0.329276,0.198523,0.442762,-0.933995,-0.104891,0.213035,0.266958
21.9,0.329488,0.198624,0.442685,-0.933813,-0.106195,0.212142,0.267789
21.908333,0.329675,0.198791,0.442236,-0.93418,-0.103688,0.215635,0.264685
21.916667,0.329877,0.199059,0.442638,-0.933759,-0.106279,0.213325,0.267005
21.925,0.330084,0.199136,0.44257,-0.933588,-0.106787,0.214292,0.266626
21.933333,0.330316,0.199237,0.442024,-0.933834,-0.104541,0.216871,0.264562
21.941667,0.330502,0.199244,0.442344,-0.9332,-0.108609,0.214056,0.267437
21.95,0.330707,0.199427,0.442244,-0.933196,-0.107872,0.214886,0.267081
21.958333,0.330719,0.199717,0.442098,-0.933074,-0.111434,0.212881,0.267652
21.966667,0.330928,0.19976,0.442162,-0.933213,-0.107966,0.215979,0.266103
21.975,0.331025,0.199905,0.442077,-0.933294,-0.107976,0.216135,0.265688
21.983333,0.331114,0.199871,0.442053,-0.933288,-0.109418,0.215696,0.265476
21.991667,0.331202,0.199947,0.441952,-0.93328,-0.109497,0.21511,0.265943
22.0,0.331209,0.199997,0.441967,-0.933436,-0.109446,0.215748,0.264902
22.008333,0.33116,0.200141,0.441779,-0.933446,-0.112646,0.212992,0.265752
22.016667,0.331225,0.20006,0.441904,-0.933673,-0.109482,0.21558,0.264185
22.025,0.331372,0.199247,0.442176,-0.931809,-0.118468,0.212367,0.269441
22.033333,0.331217,0.200122,0.441848,-0.934021,-0.108877,0.215775,0.263045
22.041667,0.331188,0.200146,0.441866,-0.934142,-0.109001,0.215218,0.263019
22.05,0.331156,0.200115,0.441867,-0.934261,-0.1089,0.215117,0.262721
22.058333,0.331145,0.199822,0.441828,-0.934243,-0.11056,0.214219,0.262826
22.066667,0.331112,0.199877,0.441789,-0.93443,-0.10946,0.214613,0.262296
22.075,0.331043,0.199857,0.441784,-0.93456,-0.109507,0.214373,0.262013
22.083333,0.330936,0.199909,0.44179,-0.934698,-0.109807,0.213609,0.26202
22.091667,0.330889,0.199809,0.441777,-0.934964,-0.110115,0.21336,0.261142
22.1,0.330814,0.199782,0.441755,-0.935163,-0.110334,0.212943,0.260675
22.108333,0.330669,0.20001,0.441764,-0.93531,-0.109138,0.213634,0.260087
22.116667,0.330629,0.200016,0.441731,-0.935268,-0.109179,0.213571,0.260271
22.125,0.330616,0.200022,0.441679,-0.93523,-0.109214,0.213173,0.26072
22.133333,0.330592,0.199879,0.441559,-0.935094,-0.110136,0.212629,0.261262
22.141667,0.330452,0.200115,0.441526,-0.93523,-0.109148,0.213004,0.260885
22.15,0.330391,0.199951,0.441428,-0.935181,-0.111313,0.211282,0.261547
22.158333,0.330296,0.200056,0.441323,-0.935284,-0.111597,0.210796,0.261446
22.166667,0.330209,0.200164,0.441215,-0.935298,-0.111938,0.210392,0.261578
22.175,0.330137,0.2003,0.441092,-0.935244,-0.112077,0.210188,0.261875
22.183333,0.329992,0.200724,0.440987,-0.935268,-0.110167,0.211456,0.261578
22.191667,0.329917,0.200857,0.440848,-0.935229,-0.110366,0.211197,0.261843
22.2,0.329861,0.200936,0.440669,-0.935262,-0.110721,0.210812,0.261887
22.208333,0.329758,0.201068,0.440507,-0.935323,-0.111051,0.210366,0.261888
22.216667,0.329629,0.201228,0.440342,-0.935432,-0.111304,0.209831,0.261818
22.225,0.329502,0.201368,0.440194,-0.935541,-0.111927,0.208699,0.262068
22.233333,0.329372,0.201357,0.439925,-0.935451,-0.112638,0.208208,0.262476
22.241667,0.329209,0.201662,0.43981,-0.935742,-0.111877,0.208139,0.261818
22.25,0.329126,0.201643,0.439584,-0.935651,-0.113406,0.206597,0.262704
22.258333,0.328994,0.201798,0.439387,-0.93571,-0.11356,0.206133,0.262793
22.266667,0.328866,0.20196,0.43877,-0.936206,-0.110911,0.208884,0.25997
22.275,0.328745,0.202079,0.438603,-0.936335,-0.111363,0.208288,0.259793
22.283333,0.328666,0.202128,0.438857,-0.935995,-0.114816,0.204993,0.262125
22.291667,0.328561,0.202254,0.438704,-0.936045,-0.115026,0.204629,0.262136
22.3,0.32846,0.202375,0.438575,-0.936079,-0.115046,0.204301,0.262262
22.308333,0.328314,0.202591,0.438507,-0.936183,-0.114828,0.2044,0.261908
22.316667,0.328246,0.202798,0.438388,-0.936292,-0.114063,0.20458,0.261716
22.325,0.328184,0.202933,0.438302,-0.93635,-0.114221,0.204234,0.261707
22.333333,0.328151,0.202977,0.438213,-0.936251,-0.115565,0.202795,0.262589
22.341667,0.328146,0.20307,0.438134,-0.936367,-0.11578,0.202728,0.262131
22.35,0.328082,0.203274,0.438079,-0.936328,-0.116413,0.202198,0.262399
22.358333,0.328082,0.2033,0.438006,-0.936285,-0.117506,0.201892,0.262301
22.366667,0.32807,0.203461,0.437936,-0.936226,-0.117626,0.201837,0.2625
22.375,0.328056,0.203704,0.437866,-0.936258,-0.116717,0.202303,0.262436
22.383333,0.328012,0.203829,0.437814,-0.936267,-0.117042,0.202093,0.262419
22.391667,0.327951,0.203965,0.437749,-0.936411,-0.117309,0.201601,0.262162
22.4,0.327837,0.20405,0.437669,-0.936632,-0.118445,0.200384,0.261796
22.408333,0.327707,0.204184,0.437596,-0.93692,-0.118987,0.199604,0.261114
22.416667,0.327552,0.204335,0.437506,-0.937214,-0.119332,0.198786,0.260525
22.425,0.32733,0.204677,0.437452,-0.937575,-0.11832,0.199031,0.259499
22.433333,0.327187,0.204787,0.437307,-0.937738,-0.118708,0.197884,0.259611
22.441667,0.32695,0.205075,0.437218,-0.937892,-0.118892,0.196883,0.25973
22.45,0.326749,0.20528,0.436704,-0.938534,-0.116303,0.199276,0.256742
22.458333,0.326568,0.205383,0.437088,-0.938365,-0.11979,0.195519,0.258638
22.466667,0.326379,0.205568,0.437033,-0.938588,-0.120061,0.194727,0.258302
22.475,0.326197,0.205702,0.437006,-0.938738,-0.120342,0.194063,0.258126
22.483333,0.326019,0.205826,0.43699,-0.938876,-0.120385,0.193495,0.258029
22.491667,0.325828,0.205857,0.436983,-0.93896,-0.121236,0.192325,0.258198
22.5,0.325648,0.205967,0.436958,-0.939166,-0.121116,0.191644,0.258015
22.508333,0.325451,0.206118,0.436957,-0.939398,-0.120639,0.191528,0.257476
22.516667,0.325237,0.206249,0.436926,-0.939682,-0.12081,0.190631,0.257027
22.525,0.325005,0.206383,0.436908,-0.93995,-0.121238,0.189649,0.256572
22.533333,0.324786,0.206479,0.436872,-0.940157,-0.122315,0.188016,0.256503
22.541667,0.324549,0.206647,0.43685,-0.940266,-0.1227,0.187217,0.256504
22.55,0.32429,0.206866,0.436793,-0.940346,-0.122867,0.186524,0.256637
22.558333,0.324039,0.207075,0.436762,-0.940371,-0.123133,0.185868,0.256892
22.566667,0.323802,0.20732,0.436694,-0.940503,-0.123281,0.185066,0.256919
22.575,0.323573,0.207559,0.436611,-0.94069,-0.123701,0.184125,0.256705
22.583333,0.323327,0.207786,0.43653,-0.94083,-0.124337,0.183264,0.256504
22.591667,0.323088,0.208019,0.43643,-0.940979,-0.124889,0.182372,0.256326
22.6,0.322841,0.208316,0.43633,-0.941202,-0.124536,0.182101,0.255868
22.608333,0.322608,0.208528,0.436216,-0.941339,-0.124784,0.181344,0.255783
22.616667,0.322389,0.208653,0.436105,-0.941399,-0.125734,0.180009,0.256038
22.625,0.322305,0.208177,0.436251,-0.93939,-0.1339,0.177205,0.26118
22.633333,0.32193,0.209054,0.435902,-0.941746,-0.125484,0.179334,0.255356
22.641667,0.321702,0.209193,0.435805,-0.941973,-0.12608,0.178493,0.254817
22.65,0.321483,0.209236,0.435682,-0.942172,-0.127487,0.176758,0.254589
22.658333,0.321185,0.209294,0.435644,-0.942227,-0.128493,0.176545,0.254027
22.666667,0.320948,0.209522,0.435425,-0.942264,-0.126889,0.176537,0.2547
22.675,0.320691,0.2095,0.435278,-0.941933,-0.12732,0.175914,0.256138
22.683333,0.320444,0.209648,0.43508,-0.942191,-0.127449,0.175227,0.255593
22.691667,0.320355,0.209072,0.435203,-0.94051,-0.1359,0.171631,0.259838
22.7,0.319912,0.20986,0.43478,-0.942776,-0.127059,0.174214,0.254322
22.708333,0.319646,0.209864,0.434646,-0.943098,-0.127258,0.173282,0.253661
22.716667,0.319382,0.209854,0.434515,-0.943441,-0.127615,0.172362,0.252834
22.725,0.319149,0.209762,0.434382,-0.943691,-0.128624,0.170685,0.252528
22.733333,0.318864,0.209833,0.434254,-0.943943,-0.127649,0.170875,0.251951
22.741667,0.318625,0.209837,0.434106,-0.944145,-0.127531,0.170265,0.251667
22.75,0.318416,0.209806,0.433932,-0.944342,-0.128281,0.168815,0.251522
22.758333,0.318162,0.209922,0.433761,-0.944648,-0.127786,0.168764,0.250658
22.766667,0.31791,0.209919,0.433538,-0.945009,-0.129265,0.166776,0.24987
22.775,0.31758,0.210058,0.433288,-0.945318,-0.129456,0.165932,0.249162
22.783333,0.317266,0.210155,0.433038,-0.945503,-0.129854,0.164848,0.248974
22.791667,0.316883,0.210251,0.432796,-0.945329,-0.129709,0.164409,0.249995
22.8,0.316513,0.210377,0.432529,-0.945358,-0.129726,0.16388,0.250226
22.808333,0.316082,0.210563,0.432321,-0.94538,-0.130034,0.164198,0.249773
22.816667,0.315848,0.210669,0.432085,-0.945893,-0.130332,0.162472,0.248805
22.825,0.315575,0.210725,0.431853,-0.946126,-0.131035,0.160786,0.248644
22.833333,0.315298,0.210804,0.431666,-0.946386,-0.131487,0.159746,0.248084
22.841667,0.315044,0.21089,0.431487,-0.946719,-0.132084,0.158545,0.247268
22.85,0.314775,0.210933,0.431262,-0.946796,-0.132748,0.157828,0.247074
22.858333,0.314645,0.211055,0.431192,-0.9469,-0.132485,0.157263,0.247176
22.866667,0.31452,0.211113,0.431068,-0.946913,-0.13246,0.157004,0.247306
22.875,0.314434,0.211152,0.430966,-0.946919,-0.132482,0.156821,0.247385
22.883333,0.31436,0.211221,0.430852,-0.946965,-0.132249,0.156761,0.247374
22.891667,0.3143,0.211262,0.430767,-0.946992,-0.132594,0.156492,0.247254
22.9,0.31425,0.211321,0.430684,-0.94702,-0.132977,0.156188,0.247133
22.908333,0.3142,0.211408,0.430591,-0.947057,-0.133077,0.156,0.247058
22.916667,0.314151,0.211488,0.430513,-0.947108,-0.133095,0.15573,0.247024
22.925,0.314101,0.211539,0.43046,-0.947146,-0.133151,0.155487,0.246998
22.933333,0.314046,0.211627,0.430388,-0.947197,-0.132856,0.155392,0.247023
22.941667,0.314007,0.211639,0.430352,-0.947218,-0.133252,0.154978,0.246988
22.95,0.313955,0.211678,0.430293,-0.947298,-0.133451,0.154656,0.246778
22.958333,0.313853,0.211754,0.430265,-0.947423,-0.13312,0.155236,0.246112
22.966667,0.313794,0.211737,0.430216,-0.947588,-0.133305,0.154808,0.245646
22.975,0.313778,0.211665,0.430142,-0.947751,-0.133651,0.153564,0.245607
22.983333,0.313711,0.211609,0.430103,-0.947835,-0.133375,0.153422,0.245524
22.991667,0.313637,0.211533,0.430068,-0.947863,-0.133041,0.153422,0.245596
23.0,0.313548,0.211451,0.430027,-0.94789,-0.132764,0.153403,0.245655
23.008333,0.313462,0.211329,0.429998,-0.947947,-0.132779,0.15308,0.245629
23.016667,0.313373,0.211222,0.429956,-0.948014,-0.132634,0.152817,0.245612
23.025,0.31328,0.211113,0.4299,-0.948049,-0.132586,0.152684,0.245584
23.033333,0.313197,0.211044,0.429823,-0.948108,-0.132198,0.152714,0.245549
23.041667,0.313113,0.210959,0.429745,-0.948147,-0.131963,0.152586,0.245604
23.05,0.313007,0.210889,0.429662,-0.948171,-0.131635,0.152571,0.245695
23.058333,0.312892,0.210805,0.429589,-0.948182,-0.131488,0.152499,0.245775
23.066667,0.31278,0.210719,0.429519,-0.948233,-0.131318,0.152342,0.24577
23.075,0.312671,0.210611,0.429464,-0.948299,-0.131285,0.152142,0.245653
23.083333,0.312577,0.210475,0.429422,-0.948368,-0.131383,0.151874,0.245503
23.091667,0.312493,0.210351,0.429383,-0.948418,-0.131136,0.151759,0.245513
23.1,0.312418,0.210248,0.429338,-0.948379,-0.130695,0.151912,0.245804
23.108333,0.31239,0.21014,0.429294,-0.948254,-0.130435,0.151985,0.246377
23.116667,0.312358,0.210105,0.429225,-0.948102,-0.129877,0.152441,0.246974
23.125,0.312344,0.21006,0.429185,-0.947943,-0.129639,0.152759,0.247512
23.133333,0.312351,0.210024,0.429144,-0.947841,-0.129518,0.152906,0.247877
23.141667,0.312371,0.209971,0.429123,-0.947717,-0.129686,0.153008,0.2482
23.15,0.312391,0.209939,0.429099,-0.947582,-0.129636,0.153294,0.248565
23.158333,0.31243,0.209902,0.429079,-0.947417,-0.12953,0.153579,0.249071
23.166667,0.312476,0.209885,0.429049,-0.947244,-0.129234,0.153923,0.24967
23.175,0.312523,0.20989,0.42901,-0.947052,-0.128829,0.154412,0.250305
23.183333,0.312589,0.209887,0.428961,-0.946865,-0.128638,0.154814,0.25086
23.191667,0.31267,0.209875,0.428915,-0.946677,-0.128561,0.155208,0.251366
23.2,0.312762,0.209866,0.42886,-0.946507,-0.128616,0.155548,0.25177
23.208333,0.312838,0.209879,0.428799,-0.946364,-0.128612,0.155918,0.252077
23.216667,0.312909,0.209882,0.428745,-0.946209,-0.128695,0.156148,0.252476
23.225,0.312961,0.209898,0.428694,-0.946075,-0.128678,0.156413,0.25282
23.233333,0.312995,0.20993,0.428635,-0.945962,-0.128459,0.15677,0.253137
23.241667,0.313024,0.209956,0.428585,-0.945871,-0.128314,0.156963,0.253428
23.25,0.313038,0.209983,0.428534,-0.945805,-0.128264,0.157082,0.253626
23.258333,0.31305,0.209999,0.42849,-0.945743,-0.128454,0.157133,0.25373
23.266667,0.313073,0.210031,0.428448,-0.945687,-0.128662,0.157183,0.253804
23.275,0.313103,0.210086,0.428406,-0.945608,-0.128823,0.157351,0.253913
23.283333,0.313136,0.210147,0.428366,-0.945519,-0.128884,0.157448,0.254151
23.291667,0.31315,0.210231,0.428323,-0.94541,-0.128785,0.157725,0.254436
23.3,0.313172,0.210273,0.428304,-0.945281,-0.128996,0.157788,0.254769
23.308333,0.313165,0.210354,0.428273,-0.945223,-0.128988,0.157925,0.254901
23.316667,0.313018,0.210481,0.428303,-0.945006,-0.128875,0.159402,0.254843
23.325,0.312977,0.210538,0.428283,-0.945027,-0.129291,0.159182,0.254695
23.333333,0.312942,0.210599,0.428245,-0.945057,-0.129625,0.159026,0.25451
23.341667,0.312921,0.210652,0.428215,-0.945089,-0.129878,0.158702,0.254465
23.35,0.31297,0.210682,0.428121,-0.945299,-0.130143,0.157303,0.254419
23.358333,0.312931,0.210736,0.428094,-0.945249,-0.130067,0.157369,0.254601
23.366667,0.312904,0.210783,0.42807,-0.945185,-0.129982,0.157457,0.254829
23.375,0.312885,0.210796,0.42806,-0.945116,-0.130191,0.157418,0.255
23.383333,0.312853,0.210814,0.428046,-0.945113,-0.130332,0.157356,0.254977
23.391667,0.312813,0.210807,0.42805,-0.945116,-0.130615,0.157237,0.254896
23.4,0.312774,0.210795,0.42806,-0.945135,-0.130781,0.157101,0.254824
23.408333,0.312729,0.210805,0.428064,-0.945151,-0.130667,0.157046,0.254858
23.416667,0.312669,0.210794,0.428082,-0.94513,-0.130655,0.156967,0.254992
23.425,0.312585,0.210801,0.428084,-0.945158,-0.130385,0.156885,0.255077
23.433333,0.312485,0.210777,0.428097,-0.945214,-0.130259,0.156686,0.255052
23.441667,0.312381,0.210728,0.428109,-0.94533,-0.130282,0.15638,0.254802
23.45,0.312273,0.210685,0.428111,-0.945458,-0.130227,0.15614,0.254499
23.458333,0.31218,0.210609,0.428123,-0.94556,-0.130349,0.155829,0.254248
23.466667,0.3121,0.210552,0.428122,-0.945643,-0.130105,0.155656,0.25417
23.475,0.312026,0.210494,0.428116,-0.945678,-0.129683,0.155717,0.25422
23.483333,0.312146,0.209684,0.428417,-0.943676,-0.137912,0.152705,0.25911
23.491667,0.311883,0.21034,0.428163,-0.945696,-0.128732,0.156633,0.254074
23.5,0.311734,0.210273,0.428224,-0.945478,-0.128973,0.157179,0.254426
23.508333,0.311806,0.210162,0.428156,-0.945787,-0.129146,0.15536,0.254307
23.516667,0.31175,0.210057,0.428177,-0.945862,-0.129409,0.154959,0.25414
23.525,0.311682,0.20996,0.42818,-0.945957,-0.129446,0.154662,0.253945
23.533333,0.311606,0.209883,0.428172,-0.946038,-0.12921,0.15455,0.253832
23.541667,0.311544,0.209798,0.428154,-0.946079,-0.128881,0.154558,0.253842
23.55,0.311488,0.209714,0.42813,-0.946129,-0.12866,0.154543,0.253776
23.558333,0.311441,0.209659,0.428065,-0.946231,-0.128338,0.154558,0.253551
23.566667,0.311418,0.209558,0.428029,-0.946318,-0.128482,0.154368,0.25327
23.575,0.311411,0.209446,0.427999,-0.946413,-0.128677,0.154194,0.25292
23.583333,0.311412,0.209341,0.427967,-0.946492,-0.128677,0.154174,0.252638
23.591667,0.311422,0.209244,0.427931,-0.946523,-0.128467,0.154267,0.252572
23.6,0.311436,0.20915,0.427895,-0.946514,-0.128252,0.154411,0.252625
23.608333,0.311444,0.209074,0.427855,-0.946507,-0.127955,0.154611,0.252679
23.616667,0.311447,0.208995,0.42782,-0.946482,-0.127776,0.15476,0.252774
23.625,0.31144,0.208905,0.42779,-0.946472,-0.127828,0.154784,0.252769
23.633333,0.311434,0.208812,0.427766,-0.946502,-0.127967,0.154742,0.252613
23.641667,0.311429,0.208717,0.427742,-0.946554,-0.12812,0.154663,0.25239
23.65,0.311425,0.20863,0.427722,-0.946609,-0.128175,0.154597,0.252196
23.658333,0.311424,0.208558,0.427703,-0.946636,-0.127984,0.154646,0.25216
23.666667,0.311427,0.208493,0.427684,-0.946646,-0.127603,0.154839,0.252197
23.675,0.311445,0.20838,0.427706,-0.946616,-0.127603,0.154894,0.252276
23.683333,0.311464,0.208279,0.427718,-0.946619,-0.127539,0.154918,0.252284
23.691667,0.311463,0.208185,0.42774,-0.946639,-0.127526,0.155061,0.252126
23.7,0.311476,0.208075,0.427784,-0.946661,-0.127719,0.154992,0.251989
23.708333,0.311475,0.207983,0.427826,-0.946687,-0.127795,0.154949,0.251881
23.716667,0.311479,0.207894,0.427885,-0.946701,-0.12774,0.154968,0.251843
23.725,0.311482,0.207826,0.427932,-0.946728,-0.127378,0.155061,0.251865
23.733333,0.31148,0.207769,0.427983,-0.946721,-0.127117,0.155175,0.251956
23.741667,0.311482,0.207718,0.428023,-0.946716,-0.127058,0.155189,0.251995
23.75,0.311486,0.207671,0.42805,-0.946721,-0.127188,0.155144,0.251937
23.758333,0.311498,0.207624,0.428078,-0.946746,-0.127397,0.155041,0.251802
23.766667,0.311527,0.207539,0.428136,-0.946735,-0.12789,0.154904,0.251676
23.775,0.311555,0.207518,0.42824,-0.946703,-0.127594,0.155448,0.251612
23.783333,0.311627,0.207435,0.428243,-0.946689,-0.1276,0.155285,0.251765
23.791667,0.311661,0.207422,0.428335,-0.946641,-0.126715,0.156473,0.251656
23.8,0.311708,0.207231,0.428486,-0.946422,-0.127917,0.156539,0.251831
23.808333,0.312003,0.206551,0.428741,-0.944613,-0.135667,0.152981,0.256705
23.816667,0.311862,0.207285,0.428499,-0.946553,-0.126811,0.15679,0.251741
23.825,0.311956,0.207195,0.428516,-0.946546,-0.127773,0.15581,0.251889
23.833333,0.312012,0.20721,0.428534,-0.946595,-0.127802,0.155802,0.251695
23.841667,0.312079,0.207238,0.428553,-0.946585,-0.127854,0.155888,0.251652
23.85,0.312154,0.207314,0.428548,-0.94652,-0.127615,0.156222,0.251814
23.858333,0.312242,0.207392,0.428545,-0.946394,-0.127604,0.156522,0.252103
23.866667,0.312347,0.207466,0.428547,-0.946276,-0.12787,0.156661,0.252326
23.875,0.312454,0.207562,0.428539,-0.946204,-0.128147,0.156699,0.252431
23.883333,0.312546,0.20767,0.428542,-0.94614,-0.128525,0.156728,0.252461
23.891667,0.312618,0.207778,0.428548,-0.946059,-0.129141,0.156658,0.252493
23.9,0.312664,0.207943,0.428528,-0.945995,-0.129329,0.156697,0.252613
23.908333,0.312873,0.207399,0.428813,-0.943978,-0.137929,0.153625,0.257448
23.916667,0.312691,0.208332,0.428524,-0.945911,-0.128989,0.15742,0.252651
23.925,0.31274,0.208432,0.428485,-0.9459,-0.12976,0.156291,0.253
23.933333,0.312734,0.208564,0.428482,-0.945931,-0.130079,0.155979,0.252912
23.941667,0.312727,0.20867,0.428496,-0.94599,-0.13049,0.155573,0.25273
23.95,0.31271,0.208765,0.428513,-0.946063,-0.130948,0.155161,0.252474
23.958333,0.312695,0.208861,0.428532,-0.946153,-0.131291,0.154688,0.252247
23.966667,0.312681,0.208976,0.428547,-0.946255,-0.131388,0.154225,0.252099
