t,px,py,pz,qw,qx,qy,qz
35.65,0.310538,0.528683,0.712185,0.839566,0.434786,0.150336,0.288946
35.658333,0.310522,0.528696,0.712243,0.839423,0.434981,0.150842,0.288802
35.666667,0.310378,0.528709,0.71325,0.839287,0.437832,0.14587,0.28744
35.675,0.310304,0.5287,0.713257,0.83919,0.437909,0.146174,0.287453
35.683333,0.310204,0.528663,0.71324,0.839112,0.438028,0.145884,0.287645
35.691667,0.309869,0.528228,0.713742,0.838992,0.440859,0.138336,0.287401
35.7,0.309743,0.527731,0.713543,0.8385,0.443494,0.134415,0.286644
35.708333,0.309642,0.527418,0.713188,0.837446,0.445174,0.134501,0.287077
35.716667,0.309617,0.527891,0.713246,0.837423,0.442831,0.140135,0.288072
35.725,0.309473,0.527955,0.713496,0.838529,0.442026,0.137959,0.287138
35.733333,0.309282,0.527746,0.713408,0.837717,0.443492,0.136714,0.287842
35.741667,0.309538,0.528568,0.713569,0.841647,0.433315,0.14206,0.289286
35.75,0.309563,0.528237,0.714666,0.839674,0.436019,0.141613,0.291172
35.758333,0.309263,0.528509,0.713033,0.840471,0.431464,0.148561,0.292195
35.766667,0.309143,0.52851,0.713042,0.840316,0.431651,0.148776,0.292255
35.775,0.308905,0.528397,0.714208,0.839742,0.435894,0.141976,0.290987
35.783333,0.308799,0.528432,0.714277,0.839511,0.436158,0.142355,0.291072
35.791667,0.308571,0.528025,0.714615,0.840142,0.438462,0.134959,0.289309
35.8,0.308632,0.528496,0.713044,0.839129,0.436702,0.149925,0.287536
35.808333,0.308251,0.528398,0.713602,0.835951,0.440477,0.147182,0.292411
35.816667,0.308066,0.527822,0.713707,0.833912,0.445801,0.143665,0.291913
35.825,0.307864,0.527399,0.714314,0.833357,0.448257,0.139403,0.291802
35.833333,0.30781,0.52774,0.714837,0.835769,0.447525,0.137523,0.286878
35.841667,0.307691,0.528148,0.715836,0.833094,0.451521,0.139278,0.28755
35.85,0.307622,0.528427,0.716729,0.83083,0.454596,0.141267,0.288285
35.858333,0.307271,0.52869,0.717679,0.830749,0.454959,0.141843,0.287662
35.866667,0.306955,0.528938,0.718927,0.829415,0.457249,0.142374,0.287619
35.875,0.30664,0.529186,0.720176,0.828075,0.459535,0.142903,0.287573
35.883333,0.306538,0.529558,0.721914,0.82634,0.463307,0.142862,0.28653
35.891667,0.306314,0.529853,0.72375,0.824224,0.467329,0.143203,0.285922
35.9,0.306046,0.530157,0.725671,0.822259,0.471208,0.143884,0.284871
35.908333,0.30579,0.530387,0.727459,0.821502,0.473224,0.145121,0.283079
35.916667,0.305533,0.530618,0.729247,0.820737,0.475236,0.146358,0.281285
35.925,0.305111,0.530854,0.731887,0.816017,0.482718,0.14793,0.281454
35.933333,0.305453,0.532202,0.734385,0.815217,0.483022,0.159085,0.277134
35.941667,0.304825,0.532651,0.73815,0.81216,0.49126,0.149852,0.276774
35.95,0.304474,0.533292,0.740738,0.808874,0.495331,0.155078,0.276263
35.958333,0.304123,0.533934,0.743326,0.805543,0.499374,0.160296,0.275738
35.966667,0.304154,0.533649,0.747323,0.801349,0.509566,0.156588,0.271407
35.975,0.304152,0.533276,0.75069,0.795256,0.521551,0.156029,0.266847
35.983333,0.304058,0.532804,0.754105,0.787901,0.533272,0.156425,0.265263
35.991667,0.30383,0.532733,0.757718,0.78325,0.541282,0.156435,0.262796
36.0,0.303589,0.532575,0.761239,0.780395,0.546537,0.157183,0.259951
36.008333,0.303305,0.532664,0.764862,0.775224,0.554499,0.159992,0.256828
36.016667,0.303021,0.532753,0.768486,0.76997,0.562402,0.162784,0.253676
36.025,0.302438,0.532963,0.771766,0.767747,0.562926,0.164724,0.257963
36.033333,0.301887,0.533643,0.775104,0.760481,0.564147,0.181757,0.265275
36.041667,0.301885,0.533352,0.779185,0.757716,0.56825,0.18094,0.264988
36.05,0.301891,0.533424,0.780602,0.753282,0.574002,0.194542,0.255424
36.058333,0.302156,0.533272,0.784528,0.748605,0.580355,0.196858,0.253032
36.066667,0.302315,0.53323,0.788363,0.741131,0.586022,0.20155,0.258226
36.075,0.302545,0.532734,0.790038,0.739206,0.590697,0.204646,0.250541
36.083333,0.30246,0.53132,0.793399,0.736046,0.601931,0.188062,0.246066
36.091667,0.303507,0.531338,0.792533,0.736809,0.602084,0.190232,0.241701
36.5,0.354787,0.532246,0.750115,0.751971,0.591602,0.289879,0.022721
36.508333,0.355201,0.531815,0.745889,0.75273,0.587995,0.295192,0.022826
36.516667,0.355661,0.531633,0.742299,0.758392,0.580452,0.295812,0.020303
36.525,0.355591,0.531881,0.737272,0.760192,0.572689,0.306293,0.017883
36.533333,0.355528,0.531535,0.733383,0.768279,0.562402,0.305372,0.014089
36.541667,0.355707,0.531029,0.727438,0.776414,0.550906,0.306079,0.000196
36.55,0.355589,0.530566,0.724373,0.775088,0.548706,0.313288,0.003224
36.558333,0.355629,0.53018,0.721237,0.778105,0.543315,0.315185,0.004414
36.566667,0.355306,0.529744,0.71748,0.785742,0.536732,0.307434,-0.003408
36.575,0.355558,0.529527,0.715883,0.784867,0.534387,0.313705,-0.001628
36.583333,0.355241,0.529152,0.715506,0.786763,0.535958,0.306182,0.00246
36.591667,0.354003,0.528899,0.713052,0.786335,0.531249,0.314999,-0.01508
36.6,0.354742,0.528699,0.709732,0.794621,0.523896,0.306759,-0.003169
36.608333,0.354265,0.52822,0.707307,0.795835,0.520708,0.308975,-0.006692
36.616667,0.353978,0.527808,0.705219,0.795971,0.518495,0.312151,-0.012477
36.625,0.353442,0.527984,0.704343,0.798973,0.516406,0.308084,-0.00717
36.633333,0.352777,0.527862,0.703179,0.799609,0.514326,0.309942,-0.005406
36.641667,0.352034,0.528014,0.702095,0.801965,0.5097,0.311509,-0.004548
36.65,0.35152,0.527902,0.701317,0.800175,0.511015,0.313917,-0.006384
36.658333,0.350707,0.527755,0.700158,0.798872,0.510662,0.317837,-0.002746
36.666667,0.34989,0.527808,0.699512,0.799624,0.509346,0.318068,-0.001111
36.675,0.348694,0.527391,0.700275,0.800684,0.512691,0.309914,0.002616
36.683333,0.347558,0.528681,0.700263,0.791989,0.520245,0.319522,0.001871
36.691667,0.346693,0.528846,0.700149,0.793345,0.519193,0.317834,0.004967
36.7,0.34603,0.528897,0.700406,0.796446,0.516064,0.315088,0.008487
36.708333,0.345196,0.528766,0.700881,0.801995,0.507857,0.3144,0.006117
36.716667,0.344837,0.528987,0.7011,0.804031,0.507576,0.309349,0.014259
36.725,0.343606,0.529251,0.701074,0.800432,0.510334,0.314201,0.012053
36.733333,0.342737,0.52928,0.700923,0.800718,0.509835,0.314203,0.01402
36.741667,0.341969,0.529419,0.700923,0.800667,0.509922,0.314068,0.016535
36.75,0.34114,0.529271,0.700902,0.803264,0.505526,0.314576,0.015879
36.758333,0.340409,0.529357,0.700872,0.803999,0.504477,0.314243,0.018443
36.766667,0.339831,0.528964,0.700428,0.809196,0.497416,0.311811,0.023534
36.775,0.339459,0.528539,0.702681,0.821785,0.48578,0.296981,0.022131
36.783333,0.338542,0.52862,0.702646,0.822247,0.483948,0.298527,0.024213
36.791667,0.337526,0.528735,0.702384,0.822308,0.484213,0.297684,0.027064
36.8,0.335947,0.528041,0.702575,0.827231,0.478703,0.292608,0.030208
36.808333,0.335308,0.528944,0.702105,0.822992,0.482054,0.298799,0.03205
36.816667,0.334109,0.529073,0.702074,0.823064,0.481172,0.299716,0.034785
36.825,0.333106,0.529898,0.70103,0.803951,0.508185,0.305572,0.045131
36.833333,0.331575,0.530164,0.700562,0.805493,0.503698,0.308323,0.049048
36.841667,0.329691,0.529775,0.699556,0.806151,0.50126,0.310233,0.05113
36.85,0.328811,0.530747,0.7012,0.804488,0.500189,0.314932,0.058541
36.858333,0.327536,0.529765,0.702702,0.819325,0.480959,0.307089,0.055507
36.866667,0.325809,0.529739,0.704067,0.824903,0.473643,0.303471,0.055693
36.875,0.32434,0.529494,0.704597,0.828561,0.465672,0.306203,0.053632
36.883333,0.321866,0.532184,0.701534,0.778221,0.530176,0.330266,0.064879
36.891667,0.320158,0.53321,0.700851,0.762552,0.553936,0.323446,0.083975
36.9,0.3186,0.533157,0.70161,0.766486,0.546224,0.327688,0.082218
36.916667,0.315484,0.533052,0.703129,0.774132,0.530644,0.336076,0.07868
36.925,0.31431,0.532479,0.705079,0.799877,0.496158,0.328311,0.078965
36.933333,0.312312,0.531787,0.704057,0.799655,0.497828,0.324808,0.084959
36.941667,0.310697,0.531915,0.704319,0.799438,0.496851,0.325631,0.089454
36.95,0.30978,0.53208,0.705906,0.800171,0.495793,0.325239,0.090198
36.958333,0.307859,0.532439,0.704985,0.797353,0.492102,0.335029,0.099094
36.966667,0.306569,0.532603,0.705573,0.799846,0.489309,0.331972,0.103041
36.975,0.30548,0.532055,0.706667,0.800723,0.494482,0.321671,0.104203
36.983333,0.304317,0.532068,0.706834,0.801615,0.493098,0.320218,0.108296
36.991667,0.303329,0.531913,0.706804,0.80294,0.492728,0.315963,0.112581
37.0,0.302302,0.531809,0.706733,0.806539,0.491171,0.308172,0.115223
37.008333,0.301838,0.531931,0.706958,0.804421,0.490431,0.313086,0.11984
37.016667,0.301343,0.531913,0.706959,0.805569,0.489382,0.310515,0.123064
37.025,0.301019,0.531908,0.706912,0.806376,0.488441,0.308727,0.125983
37.033333,0.300664,0.532005,0.706564,0.806179,0.485858,0.310872,0.131815
37.041667,0.300974,0.532086,0.707897,0.80846,0.487608,0.301851,0.13235
37.05,0.300593,0.531683,0.706662,0.811184,0.486963,0.296404,0.130352
37.058333,0.300911,0.531671,0.706848,0.809092,0.487317,0.300906,0.131713
37.066667,0.301108,0.531641,0.706721,0.809217,0.487184,0.300585,0.132166
37.075,0.301406,0.531423,0.706306,0.8082,0.488658,0.300324,0.133536
37.083333,0.301462,0.531295,0.705726,0.811329,0.487862,0.29367,0.132262
37.091667,0.301899,0.531589,0.705591,0.813261,0.484575,0.294529,0.130559
37.1,0.302322,0.532296,0.704372,0.810722,0.477183,0.311987,0.133002
37.108333,0.302823,0.531853,0.704846,0.812006,0.482016,0.302638,0.129294
37.116667,0.303128,0.531328,0.704223,0.811406,0.484407,0.300711,0.128619
37.125,0.30326,0.53144,0.703297,0.811071,0.480907,0.306148,0.131015
37.133333,0.303625,0.531736,0.703598,0.814394,0.478631,0.302571,0.12699
37.141667,0.303597,0.53175,0.702698,0.814965,0.476037,0.304873,0.12757
37.15,0.303701,0.531638,0.700943,0.812706,0.473425,0.314759,0.127688
37.158333,0.303856,0.531556,0.700521,0.813019,0.472505,0.315865,0.126367
37.166667,0.303749,0.531285,0.700229,0.813541,0.47323,0.313002,0.127415
37.175,0.303935,0.530548,0.700403,0.81361,0.479147,0.305133,0.123899
37.183333,0.303818,0.530668,0.700121,0.811179,0.481399,0.308078,0.123824
37.191667,0.30372,0.530989,0.699094,0.813596,0.473874,0.314375,0.121139
37.2,0.303538,0.530501,0.699194,0.81506,0.474958,0.308272,0.122722
37.208333,0.303299,0.5303,0.698958,0.815596,0.474392,0.308139,0.121676
37.216667,0.30309,0.530206,0.698643,0.815535,0.473927,0.308951,0.121845
37.225,0.302913,0.53022,0.698292,0.81487,0.473674,0.310576,0.123133
37.233333,0.302716,0.530147,0.698079,0.814915,0.473279,0.310961,0.123387
37.241667,0.302528,0.530083,0.69791,0.815015,0.472913,0.311154,0.123646
37.25,0.302347,0.530035,0.697778,0.815134,0.472545,0.311218,0.1241
37.258333,0.302153,0.530211,0.697805,0.815781,0.470193,0.31277,0.124879
37.266667,0.301843,0.530404,0.697954,0.813624,0.472549,0.314363,0.126051
37.275,0.301728,0.529808,0.69745,0.81366,0.472814,0.313896,0.125994
37.283333,0.301272,0.5299,0.697131,0.812293,0.470795,0.318616,0.130446
37.291667,0.301033,0.529906,0.697433,0.81181,0.471207,0.318991,0.131048
37.3,0.300862,0.530306,0.698399,0.815108,0.468597,0.315613,0.12808
37.308333,0.300909,0.529989,0.699001,0.813453,0.473738,0.312367,0.127648
37.316667,0.30085,0.530308,0.699136,0.813569,0.471295,0.316129,0.126687
37.325,0.300751,0.530283,0.699505,0.813618,0.47171,0.315479,0.126446
37.333333,0.300697,0.530535,0.699489,0.809659,0.474345,0.321915,0.125778
37.341667,0.300489,0.529766,0.6999,0.808656,0.478178,0.316844,0.130507
37.35,0.30051,0.529899,0.700427,0.810117,0.477785,0.3151,0.127056
37.358333,0.300429,0.529908,0.700665,0.809645,0.478183,0.315802,0.126824
37.366667,0.300365,0.529895,0.700885,0.809457,0.478503,0.315845,0.126718
37.375,0.300303,0.529865,0.701088,0.80929,0.478735,0.31598,0.12657
37.383333,0.300212,0.529943,0.701118,0.808454,0.479219,0.316959,0.127626
37.391667,0.300174,0.52987,0.701206,0.809179,0.478567,0.316082,0.127656
37.4,0.300069,0.529917,0.700643,0.806756,0.477418,0.322629,0.130871
37.408333,0.300008,0.529845,0.700595,0.807189,0.477045,0.321861,0.13145
37.416667,0.299888,0.530261,0.700471,0.812599,0.470305,0.31928,0.128675
37.425,0.300043,0.529981,0.70115,0.818123,0.46597,0.310165,0.131697
37.433333,0.300048,0.529832,0.70101,0.818658,0.465087,0.310172,0.131475
37.441667,0.300003,0.529463,0.700646,0.810226,0.47898,0.310878,0.132164
37.45,0.300055,0.528991,0.700068,0.813928,0.475292,0.306949,0.131916
37.458333,0.300104,0.528895,0.699811,0.814756,0.474326,0.305847,0.13284
37.466667,0.300112,0.528916,0.699486,0.815331,0.472919,0.305805,0.134415
37.475,0.299981,0.52897,0.69837,0.815022,0.468446,0.311834,0.138049
37.483333,0.300192,0.529379,0.698401,0.817737,0.463244,0.312881,0.137174
37.491667,0.300285,0.529303,0.698199,0.818385,0.462579,0.311885,0.13782
37.5,0.300316,0.52922,0.697845,0.818563,0.462194,0.311368,0.139219
37.508333,0.300505,0.529214,0.697877,0.81901,0.461681,0.31096,0.139204
37.516667,0.300609,0.529163,0.697778,0.819487,0.461251,0.310132,0.139667
37.525,0.300668,0.529158,0.697639,0.819261,0.461053,0.310749,0.140275
37.533333,0.300731,0.529116,0.697629,0.819679,0.460729,0.309965,0.140634
37.541667,0.300755,0.529094,0.697632,0.819875,0.460568,0.309519,0.140994
37.55,0.300735,0.529076,0.697706,0.820027,0.460444,0.309109,0.141415
37.558333,0.300792,0.528459,0.698707,0.820109,0.467828,0.29844,0.139609
37.566667,0.300728,0.528406,0.698876,0.820454,0.467788,0.297467,0.1398
37.575,0.300612,0.528217,0.699026,0.820204,0.469109,0.295748,0.14048
37.583333,0.300527,0.528418,0.699166,0.820165,0.467812,0.297577,0.141176
37.591667,0.300329,0.528264,0.699095,0.818308,0.468919,0.299444,0.144296
37.6,0.300247,0.528288,0.699295,0.81827,0.469056,0.299141,0.144691
37.608333,0.300264,0.528304,0.699797,0.81978,0.469693,0.295238,0.142072
37.616667,0.300048,0.528426,0.69967,0.818121,0.46872,0.299479,0.145917
37.625,0.300108,0.528556,0.7003,0.81964,0.468849,0.296312,0.143421
37.633333,0.299951,0.528504,0.700417,0.817793,0.469893,0.297712,0.147587
37.641667,0.299894,0.52855,0.700746,0.818089,0.469485,0.297555,0.147563
37.65,0.299833,0.528591,0.701015,0.818001,0.469676,0.297152,0.148254
37.658333,0.299743,0.528528,0.70122,0.817711,0.470787,0.29569,0.149251
37.666667,0.299677,0.528664,0.701408,0.817629,0.470164,0.296312,0.150425
37.675,0.299581,0.528708,0.70176,0.817441,0.470687,0.2951,0.152186
37.683333,0.299587,0.528746,0.702077,0.817474,0.470917,0.294338,0.152767
37.691667,0.299715,0.528708,0.702423,0.817433,0.471733,0.293497,0.152087
37.7,0.299711,0.528669,0.702738,0.817715,0.472285,0.291467,0.15276
37.708333,0.299706,0.52863,0.703052,0.817993,0.472835,0.289436,0.153432
37.716667,0.299844,0.528694,0.703292,0.817885,0.472906,0.289491,0.153685
37.725,0.299981,0.528758,0.703532,0.817777,0.472977,0.289546,0.153938
37.733333,0.300119,0.528821,0.703772,0.817668,0.473048,0.289601,0.154191
37.741667,0.300214,0.528908,0.703951,0.817986,0.472626,0.289294,0.154375
37.75,0.300357,0.529067,0.704232,0.818255,0.471713,0.290269,0.153913
37.758333,0.300246,0.528882,0.704615,0.819839,0.475046,0.281462,0.151575
37.766667,0.300309,0.5294,0.704967,0.819338,0.475265,0.282884,0.150947
37.775,0.300481,0.52933,0.705089,0.819117,0.471842,0.288205,0.152805
37.783333,0.300503,0.529337,0.705297,0.819065,0.47202,0.28792,0.153074
37.791667,0.300525,0.529303,0.705554,0.81965,0.471965,0.286369,0.153021
37.8,0.300612,0.529032,0.705627,0.818917,0.474465,0.284723,0.152282
37.808333,0.300684,0.529003,0.705679,0.818958,0.474571,0.284503,0.152143
37.816667,0.30071,0.529017,0.705831,0.819047,0.474507,0.284129,0.152567
37.825,0.300749,0.529201,0.705931,0.819269,0.473032,0.285731,0.152957
37.833333,0.300801,0.529213,0.706065,0.819399,0.472911,0.285387,0.153281
37.841667,0.300861,0.529194,0.706235,0.819923,0.472727,0.284072,0.153488
37.85,0.300949,0.529193,0.706358,0.820164,0.47259,0.283435,0.153798
37.858333,0.301137,0.529724,0.706413,0.822461,0.467492,0.28578,0.152772
37.866667,0.301194,0.529017,0.706559,0.820319,0.47369,0.280986,0.154084
37.875,0.301353,0.529204,0.706618,0.820739,0.472072,0.282167,0.154654
37.883333,0.301441,0.529269,0.706981,0.820927,0.471979,0.280869,0.156289
37.891667,0.301631,0.529266,0.707099,0.821185,0.471889,0.280147,0.156508
37.9,0.302096,0.529564,0.708435,0.82438,0.469652,0.274299,0.156795
37.908333,0.302055,0.52923,0.707065,0.820629,0.471071,0.281618,0.159221
37.916667,0.302265,0.529279,0.707499,0.822422,0.47114,0.277328,0.157286
37.925,0.30247,0.529066,0.707193,0.820998,0.471971,0.27904,0.159196
37.933333,0.302669,0.529072,0.707361,0.821539,0.471722,0.277681,0.159516
37.941667,0.302885,0.529212,0.707558,0.821962,0.470653,0.278199,0.159592
37.95,0.303047,0.529223,0.707741,0.822479,0.470405,0.276861,0.159984
37.958333,0.303021,0.529181,0.707781,0.825365,0.470043,0.269281,0.159122
37.966667,0.303109,0.529199,0.708003,0.825681,0.469931,0.268202,0.159634
37.975,0.303275,0.529321,0.708555,0.823819,0.469634,0.272792,0.162331
37.983333,0.303112,0.529282,0.708646,0.826054,0.469666,0.266336,0.161595
37.991667,0.303102,0.529312,0.708989,0.826022,0.469831,0.265744,0.162255
38.0,0.303264,0.52941,0.709565,0.823844,0.470097,0.270794,0.164196
38.008333,0.303071,0.52922,0.709557,0.825446,0.471526,0.264116,0.162924
38.016667,0.303136,0.529347,0.710159,0.823321,0.471502,0.268936,0.165835
38.025,0.303111,0.529391,0.710504,0.823247,0.471741,0.268481,0.166261
38.033333,0.30323,0.529652,0.711112,0.82076,0.475136,0.269937,0.166534
38.041667,0.303204,0.529706,0.711408,0.820434,0.475408,0.270191,0.166952
38.05,0.303195,0.529716,0.711779,0.820474,0.475624,0.269591,0.167107
38.058333,0.303194,0.529741,0.712085,0.820347,0.475775,0.269566,0.167344
38.066667,0.303198,0.529775,0.712363,0.820107,0.47598,0.26976,0.16762
38.075,0.303221,0.529804,0.712611,0.819955,0.476057,0.270015,0.167737
38.083333,0.303335,0.529767,0.713212,0.82173,0.476813,0.265373,0.164275
38.091667,0.303413,0.529778,0.713431,0.821634,0.476912,0.265561,0.164164
38.1,0.303544,0.529456,0.713542,0.821201,0.480454,0.262637,0.160672
38.108333,0.303575,0.529811,0.713453,0.819863,0.476316,0.270216,0.167126
38.116667,0.303631,0.52982,0.71367,0.820266,0.475921,0.269251,0.167832
38.125,0.303768,0.52982,0.713859,0.820243,0.476009,0.269311,0.167597
38.133333,0.303928,0.529861,0.714471,0.821441,0.476856,0.266095,0.164428
38.141667,0.304046,0.52986,0.714695,0.821355,0.476999,0.266282,0.164138
38.15,0.304148,0.529858,0.714921,0.82124,0.477236,0.266355,0.163912
38.158333,0.304252,0.529858,0.715141,0.8211,0.477399,0.26668,0.163606
38.166667,0.304448,0.529809,0.715368,0.8208,0.47811,0.267106,0.162336
38.175,0.304541,0.529805,0.715564,0.820685,0.478287,0.267347,0.161999
38.183333,0.304628,0.529798,0.715744,0.820643,0.478367,0.267505,0.161718
38.191667,0.304677,0.529755,0.715462,0.819265,0.477683,0.271439,0.164147
38.2,0.304759,0.529746,0.715616,0.81924,0.477674,0.271725,0.163829
38.208333,0.304842,0.529728,0.715755,0.819305,0.47763,0.271834,0.16345
38.216667,0.304929,0.529709,0.715884,0.819332,0.477557,0.272051,0.163167
38.225,0.305022,0.52969,0.715989,0.819281,0.477541,0.272426,0.162845
38.233333,0.305022,0.529695,0.716123,0.819681,0.476927,0.271832,0.163622
38.241667,0.305114,0.529676,0.716221,0.819649,0.476852,0.272214,0.163361
38.25,0.305216,0.529653,0.716319,0.819623,0.476796,0.27259,0.16303
38.258333,0.305324,0.529625,0.716419,0.819611,0.476742,0.272944,0.162654
38.266667,0.305452,0.529594,0.716533,0.819684,0.476645,0.273109,0.162296
38.275,0.305602,0.529562,0.716642,0.819778,0.476501,0.273343,0.161847
38.283333,0.305837,0.529501,0.716734,0.819509,0.476941,0.27423,0.160408
38.291667,0.306018,0.529472,0.716891,0.819651,0.47683,0.274148,0.160149
38.3,0.306162,0.529448,0.716962,0.819661,0.476725,0.274531,0.159757
38.308333,0.306227,0.529449,0.717121,0.820064,0.476168,0.273899,0.160434
38.316667,0.306412,0.529478,0.717161,0.819841,0.475835,0.275697,0.159479
38.325,0.306533,0.529456,0.717312,0.819818,0.475802,0.276062,0.159063
38.333333,0.306649,0.52943,0.717466,0.819775,0.475789,0.27642,0.158702
38.341667,0.306785,0.529392,0.717674,0.819844,0.475796,0.276405,0.158348
38.35,0.307003,0.52925,0.718292,0.821104,0.477324,0.272718,0.15354
38.358333,0.307129,0.529244,0.718338,0.821457,0.477117,0.272011,0.153553
38.366667,0.307248,0.529175,0.718598,0.821376,0.477236,0.272652,0.152477
38.375,0.307233,0.529335,0.718176,0.819639,0.47561,0.278336,0.156574
38.383333,0.30732,0.529329,0.718303,0.819582,0.475524,0.278848,0.156226
38.391667,0.307343,0.529272,0.718551,0.819715,0.475836,0.277667,0.156681
38.4,0.307501,0.529152,0.718826,0.82026,0.476121,0.276679,0.154698
38.408333,0.307542,0.52915,0.718986,0.820229,0.47606,0.277007,0.154463
38.416667,0.307556,0.529236,0.718965,0.819088,0.476396,0.279556,0.154885
38.425,0.307592,0.529241,0.7191,0.818958,0.476428,0.27998,0.154708
38.433333,0.307614,0.528967,0.719327,0.820179,0.477243,0.275957,0.152952
38.441667,0.307665,0.52919,0.719343,0.819044,0.47643,0.280066,0.154091
38.45,0.307703,0.529212,0.71945,0.818838,0.476462,0.280696,0.153941
38.458333,0.307747,0.529222,0.719566,0.818702,0.476542,0.281117,0.153651
38.466667,0.307811,0.529081,0.719641,0.817159,0.478379,0.282141,0.154278
38.475,0.307777,0.529204,0.71967,0.818424,0.476505,0.282809,0.152133
38.483333,0.307731,0.52929,0.719882,0.818571,0.476143,0.28246,0.153119
38.491667,0.307697,0.528855,0.7199,0.822197,0.474382,0.27594,0.15103
38.5,0.307756,0.529161,0.720223,0.820517,0.47414,0.280716,0.152123
38.508333,0.307851,0.529218,0.720339,0.819842,0.474591,0.281826,0.152302
38.516667,0.307818,0.529372,0.720734,0.817696,0.477698,0.282741,0.152432
38.525,0.307843,0.529579,0.721053,0.817226,0.477399,0.284987,0.151704
38.533333,0.307777,0.529727,0.721343,0.816487,0.477566,0.286883,0.151585
38.541667,0.307659,0.529819,0.721704,0.817243,0.477564,0.286963,0.147307
38.55,0.307545,0.52989,0.722504,0.817209,0.478617,0.284483,0.148882
38.558333,0.307533,0.530283,0.722738,0.817555,0.476866,0.287552,0.146687
38.566667,0.307435,0.53032,0.72302,0.817045,0.477403,0.288272,0.146364
38.575,0.30738,0.529867,0.723196,0.815208,0.481347,0.286913,0.146362
38.583333,0.307261,0.529995,0.72343,0.814944,0.480901,0.288409,0.14636
38.591667,0.307155,0.530009,0.723712,0.814544,0.48145,0.288629,0.146349
38.6,0.307049,0.53043,0.723956,0.815382,0.479,0.290846,0.145327
38.608333,0.306963,0.530436,0.724511,0.815387,0.479475,0.290029,0.145364
38.616667,0.30685,0.530412,0.724468,0.814959,0.479772,0.290835,0.145173
38.625,0.306749,0.530399,0.724531,0.814434,0.479865,0.292346,0.144779
38.633333,0.306665,0.530407,0.724585,0.814223,0.480122,0.292614,0.144575
38.641667,0.306569,0.530413,0.724775,0.813912,0.48014,0.293568,0.144331
38.65,0.306459,0.530422,0.724889,0.813808,0.480451,0.293258,0.144513
38.658333,0.306303,0.530416,0.725142,0.813455,0.480547,0.294042,0.144585
38.666667,0.306141,0.530411,0.725278,0.813202,0.481033,0.293731,0.145026
38.675,0.305975,0.5304,0.725534,0.812658,0.481314,0.294714,0.145147
38.683333,0.305843,0.530398,0.725691,0.812351,0.482088,0.294107,0.145524
38.691667,0.305735,0.530347,0.725782,0.812095,0.481914,0.295422,0.144866
38.7,0.30566,0.529972,0.725981,0.810832,0.485752,0.292932,0.144182
38.708333,0.305636,0.529744,0.726087,0.809706,0.488134,0.291549,0.145262
38.716667,0.305428,0.529999,0.725613,0.80842,0.485479,0.297595,0.149011
38.725,0.30522,0.530254,0.72514,0.807086,0.482796,0.303624,0.152751
38.733333,0.305215,0.53006,0.726237,0.807113,0.486488,0.299465,0.149061
38.741667,0.305078,0.529948,0.726952,0.808563,0.488623,0.293259,0.146532
38.75,0.304772,0.52987,0.726971,0.810926,0.488802,0.286786,0.145691
38.758333,0.304628,0.530014,0.727082,0.809511,0.489344,0.289419,0.146532
38.766667,0.304558,0.529967,0.727436,0.809195,0.490593,0.288239,0.146424
38.775,0.304454,0.529928,0.727762,0.809185,0.491372,0.286984,0.146334
38.783333,0.304242,0.530251,0.727974,0.809035,0.4896,0.28993,0.147293
38.791667,0.304322,0.530246,0.728082,0.803942,0.49125,0.299237,0.151025
38.8,0.304195,0.53027,0.728425,0.803868,0.491684,0.298486,0.15149
38.808333,0.303911,0.530184,0.728493,0.802469,0.492991,0.298709,0.154193
38.816667,0.303924,0.530181,0.72884,0.80195,0.494187,0.2985,0.153468
38.825,0.303826,0.530233,0.729068,0.801865,0.494484,0.297986,0.153956
38.833333,0.303849,0.530354,0.729686,0.802841,0.495661,0.2947,0.151388
38.841667,0.303625,0.530348,0.729394,0.801688,0.494861,0.297145,0.155288
38.85,0.303554,0.530557,0.729693,0.803092,0.493499,0.29582,0.154895
38.858333,0.303439,0.530595,0.730073,0.804513,0.494241,0.292145,0.152104
38.866667,0.303361,0.530625,0.730203,0.804569,0.494338,0.291436,0.152855
38.875,0.30329,0.530656,0.730291,0.804633,0.494436,0.290709,0.153577
38.883333,0.303223,0.530677,0.730333,0.80479,0.494421,0.289923,0.154288
38.891667,0.303044,0.530558,0.730207,0.803956,0.494963,0.289851,0.157009
38.9,0.303109,0.530532,0.730162,0.803189,0.49601,0.290657,0.156138
38.908333,0.302912,0.530692,0.730002,0.803885,0.493318,0.29151,0.159463
38.916667,0.302492,0.530127,0.729177,0.79858,0.491045,0.305604,0.166585
38.925,0.30233,0.530145,0.729216,0.798676,0.491036,0.304887,0.167465
38.933333,0.302324,0.530299,0.729668,0.798285,0.492272,0.303116,0.168907
38.941667,0.301978,0.530344,0.729447,0.797978,0.491277,0.30367,0.172227
38.95,0.302,0.530322,0.729743,0.79815,0.492448,0.301961,0.171087
38.958333,0.30197,0.529895,0.730036,0.805759,0.495439,0.280643,0.162885
38.966667,0.301533,0.529758,0.730298,0.811224,0.495276,0.266312,0.160301
38.975,0.301319,0.529786,0.73037,0.811195,0.495364,0.265387,0.161701
38.983333,0.301127,0.530307,0.730436,0.811455,0.492677,0.268606,0.163281
