t,px,py,pz,qw,qx,qy,qz
22.708333,0.326052,0.531229,0.728425,0.824373,0.488957,0.209773,0.193196
22.716667,0.325983,0.531101,0.728457,0.82438,0.489291,0.210069,0.191995
22.725,0.325972,0.530999,0.728434,0.824378,0.489636,0.210013,0.191187
22.733333,0.326049,0.53131,0.728856,0.82386,0.489737,0.209403,0.193812
22.741667,0.325911,0.531181,0.728457,0.824244,0.489033,0.21087,0.192357
22.75,0.326045,0.531952,0.728824,0.823171,0.486375,0.216568,0.197297
22.758333,0.326256,0.532285,0.729184,0.819047,0.48901,0.22394,0.199705
22.766667,0.326166,0.532185,0.72902,0.819684,0.488353,0.223797,0.198856
22.775,0.326117,0.531955,0.728769,0.821983,0.485467,0.222372,0.19803
22.783333,0.326067,0.531724,0.728519,0.824269,0.482573,0.220942,0.1972
22.791667,0.326448,0.531763,0.729717,0.826714,0.480558,0.214868,0.198594
22.8,0.326467,0.53189,0.729713,0.82527,0.482705,0.215329,0.198897
22.808333,0.326485,0.532017,0.729708,0.823819,0.484848,0.215788,0.199197
22.816667,0.326588,0.532294,0.729818,0.822154,0.485714,0.218655,0.200834
22.825,0.326611,0.532259,0.729737,0.82246,0.48572,0.217659,0.200648
22.833333,0.326634,0.532224,0.729657,0.822765,0.485726,0.216662,0.200462
22.841667,0.326657,0.532189,0.729576,0.823069,0.485731,0.215665,0.200276
22.85,0.326725,0.532198,0.729514,0.82331,0.485211,0.216163,0.20001
22.858333,0.326747,0.532097,0.729157,0.824941,0.482363,0.216543,0.199766
22.866667,0.326794,0.532023,0.729078,0.825194,0.482232,0.216072,0.199549
22.875,0.326714,0.531766,0.72888,0.826175,0.483203,0.211512,0.19802
22.883333,0.3266,0.531966,0.728489,0.827103,0.482028,0.210408,0.198186
22.891667,0.326809,0.531122,0.72877,0.828015,0.485901,0.20171,0.193919
22.9,0.326572,0.531558,0.72822,0.828401,0.483133,0.20467,0.196075
22.908333,0.326551,0.532058,0.727588,0.824548,0.485083,0.214254,0.197258
22.916667,0.326628,0.532332,0.727707,0.821548,0.488471,0.217072,0.198331
22.925,0.326703,0.5324,0.72751,0.821931,0.487568,0.217332,0.198681
22.933333,0.326759,0.532438,0.727381,0.821916,0.487318,0.21775,0.198895
22.941667,0.326688,0.531767,0.727389,0.82319,0.490297,0.209405,0.195235
22.95,0.326748,0.531469,0.727103,0.825252,0.488252,0.207572,0.193605
22.958333,0.32678,0.531447,0.727009,0.825381,0.488258,0.207193,0.193447
22.966667,0.326894,0.531986,0.726927,0.824339,0.485943,0.214267,0.195994
22.975,0.327165,0.532413,0.727202,0.820131,0.488048,0.22266,0.19904
22.983333,0.327175,0.532391,0.727147,0.820135,0.488207,0.222335,0.198998
22.991667,0.327185,0.532369,0.727092,0.820139,0.488365,0.22201,0.198957
23.0,0.327195,0.532346,0.727037,0.820143,0.488523,0.221685,0.198916
23.008333,0.327169,0.532388,0.726924,0.820845,0.487382,0.22151,0.199012
23.016667,0.327172,0.532433,0.726829,0.821096,0.486783,0.221665,0.199271
23.025,0.327267,0.532468,0.726668,0.820726,0.486951,0.222764,0.199161
23.033333,0.327363,0.532504,0.726508,0.820354,0.487117,0.223863,0.199051
23.041667,0.327459,0.53254,0.726347,0.819982,0.487284,0.224961,0.19894
23.05,0.327569,0.532464,0.726464,0.821291,0.486556,0.222994,0.197528
23.058333,0.327481,0.53225,0.726337,0.821774,0.487791,0.218858,0.197099
23.066667,0.327334,0.532061,0.725927,0.823439,0.48801,0.213413,0.195577
23.075,0.327453,0.531608,0.726043,0.827467,0.486955,0.205165,0.189947
23.083333,0.327458,0.531663,0.725802,0.827292,0.486563,0.206148,0.19065
23.091667,0.327462,0.531719,0.725561,0.827116,0.486169,0.20713,0.191353
23.1,0.327614,0.531436,0.725614,0.826826,0.488322,0.204848,0.189575
23.108333,0.327573,0.531372,0.725508,0.82695,0.488633,0.2041,0.189035
23.116667,0.327689,0.531329,0.725391,0.827432,0.488143,0.203642,0.188685
23.125,0.327731,0.531686,0.725603,0.825391,0.489833,0.206468,0.190171
23.133333,0.327735,0.531882,0.725418,0.825239,0.488631,0.208951,0.191204
23.141667,0.327738,0.531603,0.725418,0.825663,0.489747,0.205802,0.189932
23.15,0.327708,0.531492,0.725229,0.825784,0.489959,0.204872,0.189866
23.158333,0.327677,0.531382,0.725041,0.825904,0.490171,0.203941,0.189799
23.166667,0.327671,0.531236,0.724793,0.827653,0.487561,0.203457,0.18942
23.175,0.327976,0.531654,0.724827,0.826833,0.48489,0.211369,0.191186
23.183333,0.32781,0.531469,0.724584,0.824878,0.48542,0.214726,0.194517
23.191667,0.327896,0.531445,0.724964,0.825912,0.486748,0.210538,0.191362
23.2,0.327705,0.531468,0.725057,0.825907,0.489524,0.204984,0.190332
23.208333,0.327612,0.531215,0.724898,0.82494,0.491061,0.204019,0.191596
23.216667,0.327533,0.531241,0.724426,0.826739,0.485921,0.207626,0.193067
23.225,0.327483,0.531345,0.72431,0.826253,0.485527,0.209623,0.193977
23.233333,0.32756,0.531206,0.724488,0.82706,0.485691,0.206913,0.193036
23.241667,0.327637,0.531067,0.724666,0.827859,0.485851,0.204201,0.192094
23.25,0.327667,0.53121,0.724977,0.827953,0.486959,0.203513,0.189595
23.258333,0.327702,0.531256,0.725081,0.827945,0.486888,0.203775,0.189534
23.266667,0.327738,0.531302,0.725184,0.827936,0.486817,0.204037,0.189473
23.275,0.32765,0.531464,0.725512,0.825871,0.489366,0.20515,0.190713
23.283333,0.327629,0.531545,0.725506,0.825117,0.489748,0.206263,0.191793
23.291667,0.327447,0.531645,0.725517,0.825592,0.488275,0.206756,0.19297
23.3,0.3275,0.531706,0.72547,0.825715,0.487592,0.207452,0.193421
23.308333,0.327525,0.531749,0.725505,0.825572,0.487417,0.208133,0.193741
23.316667,0.327551,0.531792,0.72554,0.825429,0.487242,0.208814,0.194061
23.325,0.327577,0.531836,0.725575,0.825285,0.487066,0.209495,0.19438
23.333333,0.327612,0.531534,0.725847,0.826169,0.488183,0.205176,0.192417
23.341667,0.327743,0.531402,0.725847,0.825242,0.489912,0.205594,0.191553
23.35,0.327547,0.531453,0.725605,0.825645,0.488275,0.208,0.191401
23.358333,0.327836,0.531472,0.725882,0.824933,0.489724,0.206955,0.191901
23.366667,0.327952,0.531454,0.726045,0.824992,0.490001,0.206447,0.191489
23.375,0.327791,0.531437,0.725754,0.826113,0.487895,0.207167,0.191253
23.383333,0.327893,0.531532,0.725913,0.825655,0.488273,0.206974,0.192469
23.391667,0.327985,0.531618,0.726039,0.825458,0.488289,0.207222,0.193006
23.4,0.32791,0.531486,0.725792,0.825862,0.487806,0.208178,0.191465
23.408333,0.327914,0.531383,0.725716,0.826117,0.487923,0.207531,0.190767
23.416667,0.328076,0.531488,0.726193,0.825815,0.488677,0.206172,0.191619
23.425,0.328032,0.531427,0.725874,0.8263,0.487742,0.207257,0.19074
23.433333,0.328002,0.531378,0.725784,0.826183,0.487894,0.207571,0.190515
23.441667,0.328027,0.531363,0.725853,0.826188,0.488099,0.207163,0.190409
23.45,0.328051,0.531348,0.725923,0.826194,0.488304,0.206756,0.190302
23.458333,0.32795,0.531151,0.725654,0.82533,0.489212,0.206819,0.191647
23.466667,0.327882,0.531067,0.725574,0.825363,0.489529,0.206177,0.191386
23.475,0.328083,0.531496,0.725956,0.825319,0.488581,0.208955,0.190984
23.483333,0.327905,0.531115,0.725631,0.825342,0.489373,0.206395,0.19164
23.491667,0.328056,0.531301,0.725939,0.826398,0.488346,0.205984,0.190146
23.5,0.328058,0.531385,0.725965,0.826273,0.488073,0.206617,0.190702
23.508333,0.32806,0.531469,0.72599,0.826147,0.4878,0.20725,0.191258
23.516667,0.327982,0.531427,0.725778,0.826156,0.487775,0.207343,0.191184
23.525,0.327904,0.531385,0.725567,0.826164,0.487749,0.207437,0.19111
23.533333,0.327894,0.531067,0.725281,0.828386,0.485456,0.204572,0.190419
23.541667,0.327793,0.531194,0.724878,0.827003,0.484035,0.210131,0.193962
23.55,0.327794,0.530975,0.724881,0.828111,0.484147,0.206947,0.192371
23.558333,0.327786,0.531054,0.724653,0.827272,0.484585,0.20955,0.192059
23.566667,0.327826,0.531075,0.724504,0.82727,0.484254,0.209915,0.192505
23.575,0.32784,0.531092,0.724407,0.827283,0.484092,0.210128,0.192624
23.583333,0.328017,0.531157,0.724714,0.827526,0.484514,0.207695,0.193159
23.591667,0.327948,0.531263,0.724527,0.826774,0.484514,0.209909,0.193982
23.6,0.328014,0.531066,0.724677,0.827938,0.484703,0.205681,0.19307
23.608333,0.327908,0.531259,0.724405,0.826807,0.484772,0.209641,0.193486
23.616667,0.327933,0.531272,0.724321,0.82702,0.484296,0.209584,0.193832
23.625,0.327806,0.530981,0.72383,0.827967,0.483924,0.209208,0.191101
23.633333,0.327934,0.531222,0.724252,0.827522,0.484256,0.208174,0.193306
23.641667,0.327868,0.531322,0.724213,0.827471,0.48372,0.208817,0.194172
23.65,0.327802,0.531421,0.724174,0.827419,0.483182,0.209459,0.195037
23.658333,0.328026,0.531228,0.723798,0.826992,0.484329,0.210976,0.192352
23.666667,0.327823,0.531177,0.723937,0.82717,0.484746,0.20877,0.192942
23.675,0.327713,0.531138,0.724013,0.827585,0.484704,0.206735,0.193458
23.683333,0.327705,0.531137,0.724037,0.827737,0.484698,0.206337,0.193246
23.691667,0.327697,0.531137,0.72406,0.827889,0.484692,0.205939,0.193035
23.7,0.327637,0.531365,0.723845,0.826437,0.484632,0.210697,0.194267
23.708333,0.32773,0.531403,0.723899,0.827474,0.48406,0.20897,0.193143
23.716667,0.32769,0.531395,0.723995,0.826492,0.484575,0.210925,0.193931
23.725,0.327671,0.531418,0.723995,0.826268,0.484624,0.211344,0.194306
23.733333,0.327652,0.53144,0.723995,0.826044,0.484673,0.211762,0.194681
23.741667,0.327625,0.531305,0.724221,0.827467,0.484723,0.207628,0.192956
23.75,0.327663,0.531169,0.724316,0.827769,0.485764,0.204434,0.192454
23.758333,0.327628,0.531556,0.72405,0.82598,0.484333,0.212685,0.19479
23.766667,0.327631,0.531345,0.724325,0.826461,0.485444,0.209197,0.19376
23.775,0.327634,0.531133,0.724601,0.82693,0.486548,0.205705,0.192728
23.783333,0.327522,0.531229,0.724569,0.825578,0.487424,0.207864,0.193988
23.791667,0.327585,0.531271,0.724563,0.825738,0.486715,0.208249,0.194673
23.8,0.327608,0.53131,0.724621,0.825626,0.486671,0.20852,0.194969
23.808333,0.327627,0.531424,0.724905,0.82397,0.489293,0.208648,0.195276
23.816667,0.327787,0.531424,0.725518,0.825089,0.490818,0.204073,0.191522
23.825,0.327836,0.531342,0.72568,0.825289,0.491309,0.202312,0.191267
23.833333,0.327768,0.531243,0.725462,0.825693,0.490726,0.203138,0.190141
23.841667,0.327833,0.531141,0.725295,0.826653,0.489104,0.202352,0.190986
23.85,0.327847,0.531112,0.725352,0.827012,0.48886,0.201484,0.190975
23.858333,0.327955,0.531346,0.725766,0.825256,0.491264,0.202509,0.191317
23.866667,0.32801,0.531467,0.725757,0.824982,0.490834,0.204028,0.191986
23.875,0.327981,0.531343,0.725714,0.825619,0.490555,0.202418,0.191664
23.883333,0.328044,0.531454,0.725584,0.82501,0.490355,0.204756,0.192317
23.891667,0.327941,0.531533,0.725282,0.825879,0.488123,0.206602,0.192288
23.9,0.327944,0.531115,0.724804,0.828315,0.48565,0.204133,0.190702
23.908333,0.327992,0.531069,0.724478,0.826162,0.485978,0.206573,0.196495
23.916667,0.327753,0.53067,0.72392,0.827162,0.485848,0.205572,0.193636
23.925,0.327821,0.530549,0.72379,0.827786,0.485367,0.204517,0.193292
23.933333,0.327764,0.530736,0.723743,0.828216,0.483654,0.205097,0.195123
23.941667,0.328018,0.530966,0.723921,0.828975,0.482038,0.206923,0.193965
23.95,0.328272,0.531197,0.7241,0.829728,0.480418,0.208746,0.192805
23.958333,0.328248,0.531143,0.724106,0.82848,0.481896,0.207594,0.195706
23.966667,0.328181,0.53093,0.723803,0.829404,0.481061,0.207162,0.1943
23.975,0.328114,0.530718,0.723501,0.830325,0.480224,0.20673,0.192892
23.983333,0.328244,0.530767,0.723691,0.830046,0.480717,0.20579,0.19387
23.991667,0.328317,0.530791,0.723758,0.830299,0.480247,0.205548,0.194204
24.0,0.328467,0.531148,0.724047,0.827785,0.482769,0.207633,0.196457
24.008333,0.328494,0.531255,0.724001,0.827479,0.482232,0.20917,0.197432
24.016667,0.328522,0.531363,0.723955,0.827169,0.481694,0.210706,0.198406
24.025,0.328549,0.53147,0.723908,0.826857,0.481154,0.212241,0.199379
24.033333,0.328576,0.531577,0.723862,0.826542,0.480612,0.213775,0.200352
24.041667,0.328591,0.531181,0.724065,0.827912,0.481667,0.208937,0.197241
24.05,0.32859,0.531226,0.724062,0.827464,0.481637,0.209686,0.198394
24.058333,0.328589,0.531271,0.724059,0.827016,0.481605,0.210434,0.199547
24.066667,0.328678,0.531028,0.724372,0.828441,0.481794,0.20683,0.196929
24.075,0.328692,0.530768,0.72432,0.83047,0.479727,0.204619,0.195736
24.083333,0.328763,0.53104,0.724478,0.828415,0.481725,0.207131,0.196891
24.091667,0.328828,0.531226,0.724539,0.827672,0.481561,0.209438,0.197975
24.1,0.328894,0.531412,0.7246,0.826923,0.481393,0.211743,0.199058
24.108333,0.328878,0.530898,0.724627,0.829872,0.480949,0.203077,0.196879
24.116667,0.328876,0.530859,0.724609,0.830046,0.479773,0.205888,0.19609
24.125,0.328913,0.530804,0.724429,0.830575,0.478379,0.207595,0.195457
24.133333,0.328929,0.53074,0.724336,0.830644,0.478417,0.20754,0.195127
24.141667,0.329239,0.531426,0.724788,0.827574,0.479548,0.214086,0.1983
24.15,0.329705,0.531363,0.725254,0.825852,0.480854,0.217312,0.198804
24.158333,0.329808,0.531388,0.725394,0.82542,0.481124,0.218317,0.198845
24.166667,0.329744,0.531033,0.725448,0.826491,0.482368,0.213028,0.197114
24.175,0.329456,0.530938,0.725131,0.829178,0.480934,0.206426,0.196351
24.183333,0.329568,0.531063,0.725123,0.828447,0.480883,0.208809,0.197041
24.191667,0.329649,0.530924,0.725188,0.829382,0.480593,0.206568,0.196176
24.2,0.32972,0.530718,0.725125,0.83108,0.478612,0.204968,0.195511
24.208333,0.329749,0.530565,0.725104,0.831688,0.478361,0.203633,0.194933
24.216667,0.329765,0.530425,0.725033,0.832453,0.477832,0.202753,0.193882
24.225,0.329825,0.530592,0.724843,0.831229,0.478136,0.206443,0.194485
24.233333,0.32986,0.530419,0.724999,0.832397,0.477598,0.203743,0.193662
24.241667,0.329895,0.530245,0.725154,0.833556,0.477054,0.201041,0.192836
24.25,0.33004,0.530557,0.724904,0.831249,0.478119,0.206761,0.194109
24.258333,0.330073,0.530453,0.725284,0.832595,0.477183,0.204398,0.19314
24.266667,0.330373,0.531069,0.725658,0.830517,0.476736,0.210348,0.196771
24.275,0.330572,0.530973,0.726119,0.827929,0.480259,0.212145,0.197178
24.283333,0.330633,0.530967,0.726298,0.82774,0.480636,0.212213,0.196978
24.291667,0.330699,0.530973,0.726407,0.82781,0.480603,0.21209,0.196899
24.3,0.330765,0.530978,0.726516,0.827879,0.48057,0.211968,0.19682
24.308333,0.330774,0.530845,0.72637,0.829524,0.478,0.211536,0.19662
24.316667,0.330568,0.530837,0.726169,0.829749,0.479727,0.208072,0.195156
24.325,0.330767,0.530882,0.726537,0.829315,0.480949,0.206336,0.195831
24.333333,0.330725,0.530809,0.726444,0.830092,0.479979,0.206657,0.194577
24.341667,0.330943,0.530755,0.726674,0.828972,0.482167,0.206011,0.194629
24.35,0.331022,0.530899,0.727267,0.830492,0.482103,0.202349,0.192133
24.358333,0.33109,0.530827,0.727143,0.8311,0.481293,0.202664,0.1912
24.366667,0.331246,0.530858,0.727375,0.830725,0.482031,0.201759,0.191927
24.375,0.331388,0.530891,0.727549,0.830698,0.48218,0.201321,0.192126
24.383333,0.331505,0.530916,0.727663,0.830825,0.481965,0.201402,0.192033
24.391667,0.331621,0.530942,0.727776,0.830952,0.481751,0.201482,0.19194
24.4,0.33161,0.530901,0.72764,0.830688,0.481561,0.202256,0.19274
24.408333,0.331686,0.530717,0.727283,0.831548,0.478592,0.204112,0.194464
24.416667,0.331714,0.530663,0.727213,0.831471,0.478498,0.204511,0.194604
24.425,0.331911,0.530575,0.727583,0.831972,0.478886,0.202228,0.193892
24.433333,0.331916,0.530441,0.727393,0.832859,0.477793,0.202341,0.192659
24.441667,0.33196,0.530362,0.727313,0.832753,0.478093,0.20239,0.192321
24.45,0.332275,0.530621,0.727869,0.832049,0.478614,0.202314,0.194144
24.458333,0.332373,0.530696,0.727881,0.8318,0.478322,0.203681,0.194505
24.466667,0.332477,0.530557,0.728076,0.831872,0.479098,0.201986,0.19405
24.475,0.332932,0.530585,0.727922,0.831469,0.479358,0.205783,0.191128
24.483333,0.332915,0.530651,0.728005,0.831587,0.478707,0.205925,0.192087
24.491667,0.33287,0.530678,0.728223,0.831424,0.478688,0.204783,0.194051
24.5,0.332901,0.530471,0.728199,0.832421,0.478101,0.203588,0.192476
24.508333,0.333197,0.530581,0.72869,0.832051,0.478942,0.202355,0.193284
24.516667,0.333231,0.5305,0.728581,0.83246,0.478125,0.20344,0.192406
24.525,0.333445,0.530545,0.728939,0.83179,0.479366,0.202648,0.193049
24.533333,0.33351,0.530445,0.728905,0.832585,0.478337,0.202846,0.191963
24.541667,0.333699,0.530494,0.729284,0.831926,0.479628,0.202023,0.192465
24.55,0.333854,0.530516,0.729481,0.832041,0.479416,0.201927,0.192597
24.558333,0.33401,0.530539,0.729678,0.832156,0.479204,0.201832,0.192729
24.566667,0.333888,0.530342,0.729264,0.832334,0.478798,0.203722,0.190971
24.575,0.334158,0.530172,0.729565,0.831919,0.480619,0.202475,0.189529
24.583333,0.334367,0.530123,0.730061,0.832914,0.481998,0.198051,0.186302
24.591667,0.334504,0.530391,0.730478,0.833313,0.480718,0.197389,0.188511
24.6,0.334742,0.530918,0.730639,0.831937,0.478817,0.204942,0.191349
24.608333,0.334685,0.530764,0.731016,0.829908,0.484169,0.202302,0.189493
24.616667,0.33488,0.530681,0.731132,0.83119,0.483015,0.200004,0.189255
24.625,0.334834,0.530301,0.730781,0.83351,0.480201,0.198662,0.187622
24.633333,0.334952,0.530184,0.731028,0.833726,0.480749,0.197246,0.186749
24.641667,0.335052,0.530167,0.731106,0.833877,0.480525,0.197184,0.186721
24.65,0.335152,0.53015,0.731184,0.834027,0.480301,0.197121,0.186692
24.658333,0.335251,0.530133,0.731262,0.834177,0.480076,0.197058,0.186664
24.666667,0.335564,0.530344,0.731787,0.833082,0.481395,0.197491,0.187699
24.675,0.335723,0.530606,0.732101,0.831187,0.483496,0.199751,0.188306
24.683333,0.335859,0.530732,0.732145,0.830618,0.483377,0.201626,0.189124
24.691667,0.336148,0.530295,0.732686,0.830436,0.486662,0.197531,0.185788
24.7,0.336089,0.530159,0.732201,0.83148,0.485187,0.197719,0.184774
24.708333,0.336093,0.53001,0.731748,0.833396,0.481854,0.197565,0.18503
24.716667,0.336343,0.530165,0.732187,0.833231,0.48192,0.196442,0.186789
24.725,0.336275,0.53004,0.731982,0.833669,0.481411,0.197735,0.184771
24.733333,0.336495,0.530141,0.732329,0.833352,0.481874,0.196416,0.186393
24.741667,0.336465,0.530142,0.732266,0.834181,0.480261,0.197043,0.186185
24.75,0.336474,0.530135,0.732196,0.834348,0.479724,0.197437,0.186405
24.758333,0.336711,0.53016,0.73255,0.833227,0.481876,0.196196,0.18718
24.766667,0.336784,0.530204,0.732616,0.833867,0.480983,0.196031,0.186796
24.775,0.336857,0.530248,0.732681,0.834506,0.48009,0.195867,0.186412
24.783333,0.33693,0.530293,0.732747,0.835144,0.479197,0.195702,0.186028
24.791667,0.336925,0.530174,0.732546,0.833665,0.481292,0.196547,0.186361
24.8,0.336632,0.529576,0.731803,0.833542,0.482454,0.194764,0.185779
24.808333,0.336819,0.529589,0.732348,0.833586,0.483656,0.191121,0.186235
24.816667,0.336864,0.529741,0.732293,0.833404,0.48287,0.193238,0.186904
24.825,0.336658,0.529579,0.731733,0.833777,0.481998,0.194974,0.185683
24.833333,0.336614,0.529588,0.731724,0.833687,0.482137,0.194863,0.185843
24.841667,0.336982,0.530204,0.732534,0.834069,0.480669,0.196306,0.186413
24.85,0.336937,0.530774,0.733018,0.83321,0.480748,0.198938,0.187259
24.858333,0.33682,0.530683,0.73262,0.833307,0.480502,0.199868,0.186467
24.866667,0.336822,0.530303,0.732364,0.833785,0.480178,0.198028,0.187129
24.875,0.336747,0.530261,0.732415,0.834442,0.479822,0.196204,0.187034
24.883333,0.336639,0.530172,0.732275,0.835222,0.478978,0.195918,0.186013
24.891667,0.336551,0.530093,0.732121,0.835495,0.478793,0.19563,0.185564
24.9,0.336515,0.530222,0.732059,0.834654,0.479314,0.197302,0.186231
24.908333,0.33648,0.530351,0.731996,0.83381,0.479833,0.198974,0.186897
24.916667,0.336294,0.530096,0.731861,0.835504,0.478734,0.195891,0.185401
24.925,0.33627,0.530163,0.731855,0.835226,0.478785,0.196677,0.185688
24.933333,0.336246,0.53023,0.73185,0.834948,0.478836,0.197463,0.185974
24.941667,0.336222,0.530297,0.731844,0.834669,0.478886,0.198249,0.18626
24.95,0.336175,0.529868,0.73174,0.834897,0.481137,0.194843,0.183002
24.958333,0.336026,0.530122,0.731259,0.834334,0.479877,0.19546,0.188148
24.966667,0.335962,0.530107,0.731489,0.834449,0.480017,0.198063,0.184524
24.975,0.336001,0.53015,0.73169,0.834074,0.480961,0.196756,0.185158
24.983333,0.336041,0.530193,0.731891,0.833697,0.481904,0.195448,0.185792
24.991667,0.33571,0.530051,0.731345,0.834983,0.479644,0.196893,0.184333
25.0,0.335572,0.530002,0.731144,0.834849,0.479784,0.197191,0.184256
25.008333,0.335538,0.530014,0.731264,0.835121,0.47967,0.196231,0.184345
25.016667,0.335494,0.530225,0.731407,0.83445,0.479928,0.19725,0.185622
25.025,0.335446,0.530287,0.731309,0.834268,0.479429,0.19822,0.186693
25.033333,0.335279,0.530386,0.731234,0.834718,0.478108,0.198619,0.187643
25.041667,0.335113,0.530485,0.73116,0.835165,0.476786,0.199018,0.188592
25.05,0.334901,0.53026,0.730824,0.835708,0.476871,0.196331,0.188789
25.058333,0.335145,0.530454,0.73123,0.834412,0.478136,0.199488,0.188008
25.066667,0.335,0.530597,0.731263,0.833223,0.479503,0.201361,0.187804
25.075,0.334922,0.53068,0.731185,0.832545,0.479861,0.20289,0.188247
25.083333,0.334904,0.530437,0.731403,0.833863,0.479866,0.198609,0.186964
25.091667,0.334866,0.530543,0.731294,0.833368,0.479608,0.200945,0.187335
25.1,0.33481,0.530639,0.73129,0.832717,0.479702,0.2029,0.187884
25.108333,0.334753,0.530736,0.731287,0.832062,0.479793,0.204855,0.188431
25.116667,0.334744,0.530703,0.731487,0.832375,0.479998,0.203337,0.18817
25.125,0.334735,0.530669,0.731687,0.832686,0.480203,0.201818,0.187909
25.133333,0.334721,0.530618,0.731838,0.832999,0.480222,0.201056,0.187287
25.141667,0.334743,0.530134,0.731643,0.834263,0.479891,0.199033,0.184653
25.15,0.334765,0.52965,0.731449,0.835516,0.479553,0.197007,0.182017
25.158333,0.334669,0.530128,0.731889,0.834277,0.480003,0.198873,0.184471
25.166667,0.334607,0.53008,0.731924,0.833993,0.480574,0.198709,0.184441
25.175,0.334521,0.530042,0.732029,0.833929,0.480894,0.198565,0.184051
25.183333,0.334435,0.530004,0.732134,0.833865,0.481214,0.19842,0.183662
25.191667,0.334386,0.529982,0.732259,0.833939,0.481254,0.197999,0.183675
25.2,0.334196,0.530355,0.732331,0.834198,0.478603,0.200616,0.186565
25.208333,0.334196,0.530689,0.732713,0.831798,0.481133,0.203552,0.187591
25.216667,0.334289,0.530824,0.733117,0.831324,0.481678,0.20307,0.188812
25.225,0.334141,0.530676,0.733014,0.831796,0.481387,0.202968,0.187579
25.233333,0.334064,0.530565,0.733038,0.832015,0.481618,0.202051,0.187003
25.241667,0.334083,0.530723,0.733203,0.831329,0.481728,0.203486,0.188214
25.25,0.33399,0.530631,0.733304,0.831674,0.481749,0.202751,0.187429
25.258333,0.334009,0.530272,0.733022,0.833789,0.479536,0.200594,0.18602
25.266667,0.333969,0.530223,0.73306,0.83361,0.479937,0.200427,0.185971
25.275,0.333928,0.530175,0.733098,0.83343,0.480337,0.200259,0.185921
25.283333,0.333888,0.530126,0.733135,0.833251,0.480737,0.20009,0.185872
25.291667,0.333848,0.530078,0.733173,0.833071,0.481138,0.199922,0.185822
25.3,0.333808,0.530029,0.733211,0.832891,0.481538,0.199754,0.185773
25.308333,0.33381,0.530158,0.733747,0.835256,0.479499,0.194734,0.185759
25.316667,0.333736,0.530205,0.733952,0.834319,0.479486,0.197824,0.186739
25.325,0.33376,0.53026,0.734001,0.833548,0.479619,0.200308,0.187189
25.333333,0.333758,0.530258,0.734137,0.833383,0.48011,0.200354,0.186613
25.341667,0.333693,0.530267,0.734382,0.833552,0.480003,0.199522,0.18703
25.35,0.333713,0.530123,0.734375,0.832546,0.480262,0.201687,0.188517
25.358333,0.333732,0.530353,0.734693,0.830302,0.483069,0.203548,0.189241
25.366667,0.333757,0.530518,0.734855,0.829563,0.483302,0.205336,0.189953
25.375,0.333648,0.530334,0.735099,0.830652,0.482863,0.20231,0.189557
25.383333,0.333919,0.530534,0.735993,0.830454,0.485434,0.198881,0.187472
25.391667,0.333944,0.530806,0.736583,0.828575,0.487755,0.202479,0.185907
25.4,0.333883,0.530742,0.735945,0.830202,0.484083,0.203877,0.186715
25.408333,0.333833,0.5303,0.735286,0.831456,0.481043,0.205579,0.187126
25.416667,0.333774,0.530517,0.735519,0.831624,0.479885,0.206154,0.188712
25.425,0.333718,0.530668,0.735983,0.829037,0.483686,0.206,0.190551
25.433333,0.333735,0.53069,0.736137,0.828979,0.483872,0.205711,0.190641
25.441667,0.333721,0.53028,0.735993,0.831551,0.481694,0.202053,0.18886
25.45,0.333822,0.530887,0.736287,0.828993,0.482935,0.208426,0.19001
25.458333,0.333843,0.530821,0.736912,0.830521,0.484008,0.202758,0.186707
25.466667,0.333977,0.530899,0.737317,0.830344,0.484701,0.201191,0.187393
25.475,0.333999,0.530958,0.737511,0.83036,0.484695,0.201106,0.187429
25.483333,0.334019,0.531483,0.737463,0.828639,0.483176,0.20922,0.190068
25.491667,0.334157,0.531365,0.737999,0.829599,0.482754,0.208854,0.187333
25.5,0.334166,0.531103,0.737815,0.828976,0.4843,0.207531,0.187571
25.508333,0.333923,0.531055,0.737784,0.829975,0.485142,0.201958,0.18706
25.516667,0.333936,0.531001,0.737796,0.830479,0.484995,0.200462,0.186814
25.525,0.333851,0.530943,0.737681,0.830982,0.48441,0.200777,0.185754
25.533333,0.333753,0.531132,0.73772,0.83057,0.484093,0.200784,0.188398
25.541667,0.333701,0.531283,0.737706,0.830285,0.483649,0.202045,0.189444
25.55,0.333704,0.531136,0.737754,0.830769,0.484048,0.200448,0.187995
25.558333,0.333542,0.531039,0.737473,0.831294,0.48339,0.200728,0.18706
25.566667,0.333597,0.531212,0.737599,0.830693,0.483751,0.201049,0.188449
25.575,0.333579,0.531337,0.737574,0.830533,0.483359,0.202096,0.189042
25.583333,0.333487,0.531215,0.737479,0.831096,0.483336,0.200473,0.188349
25.591667,0.333395,0.531092,0.737385,0.831657,0.483312,0.19885,0.187656
25.6,0.333403,0.531416,0.737308,0.830459,0.482991,0.20282,0.189528
25.608333,0.333332,0.531348,0.737009,0.830936,0.482359,0.204298,0.18745
25.616667,0.33325,0.531294,0.736885,0.831076,0.482478,0.203955,0.186897
25.625,0.333442,0.531298,0.737394,0.829599,0.486036,0.198669,0.189909
25.633333,0.333162,0.531095,0.737069,0.831381,0.483863,0.199836,0.186409
